,size,color,shape,target,concept
6101,1,0,1,0,0
6102,2,0,2,0,0
6103,0,0,0,1,0
6104,1,1,0,0,0
6105,1,0,1,0,0
6106,2,1,1,0,0
6107,1,2,1,0,0
6108,2,1,2,0,0
6109,1,2,1,0,0
6110,2,1,1,0,0
6111,1,0,0,0,0
6112,2,0,1,0,0
6113,0,1,0,0,0
6114,1,2,2,0,0
6115,1,1,2,0,0
6116,1,2,1,0,0
6117,1,0,2,0,0
6118,1,1,1,0,0
6119,1,2,1,0,0
6120,2,2,2,0,0
6121,1,0,2,0,0
6122,1,2,0,0,0
6123,2,2,1,0,0
6124,0,1,1,0,0
6125,2,1,1,0,0
6126,1,2,1,0,0
6127,0,2,0,0,0
6128,1,0,0,0,0
6129,0,0,1,1,0
6130,1,1,1,0,0
6131,0,0,0,1,0
6132,2,1,2,0,0
6133,0,2,0,0,0
6134,1,0,1,0,0
6135,0,0,2,1,0
6136,1,1,2,0,0
6137,2,0,0,0,0
6138,1,2,0,0,0
6139,1,1,2,0,0
6140,0,0,0,1,0
6141,2,0,1,0,0
6142,1,0,0,0,0
6143,1,1,1,0,0
6144,2,0,0,0,0
6145,0,1,0,0,0
6146,0,1,2,0,0
6147,1,1,0,0,0
6148,2,0,1,0,0
6149,0,1,0,0,0
6150,0,0,1,1,0
6151,1,1,2,0,0
6152,0,1,2,0,0
6153,0,1,0,0,0
6154,2,0,1,0,0
6155,1,2,2,0,0
6156,1,0,1,0,0
6157,0,2,1,0,0
6158,0,0,1,1,0
6159,0,2,0,0,0
6160,1,0,1,0,0
6161,2,0,2,0,0
6162,2,0,1,0,0
6163,0,2,2,0,0
6164,1,0,2,0,0
6165,0,0,1,1,0
6166,1,0,2,0,0
6167,1,2,2,0,0
6168,1,1,2,0,0
6169,0,1,0,0,0
6170,1,2,2,0,0
6171,1,0,2,0,0
6172,2,1,0,0,0
6173,1,0,0,0,0
6174,0,1,1,0,0
6175,2,0,0,0,0
6176,1,1,2,0,0
6177,1,1,0,0,0
6178,0,1,1,0,0
6179,2,0,0,0,0
6180,0,2,2,0,0
6181,2,1,1,0,0
6182,2,0,2,0,0
6183,1,1,1,0,0
6184,0,1,0,0,0
6185,2,0,2,0,0
6186,1,0,0,0,0
6187,0,1,1,0,0
6188,2,0,1,0,0
6189,1,1,1,0,0
6190,2,2,0,0,0
6191,1,2,2,0,0
6192,0,1,1,0,0
6193,0,0,2,1,0
6194,1,0,1,0,0
6195,0,1,0,0,0
6196,1,0,2,0,0
6197,0,1,2,0,0
6198,0,0,0,1,0
6199,1,0,2,0,0
6200,2,1,2,0,0
6201,0,0,2,1,0
6202,1,2,0,0,0
6203,1,2,0,0,0
6204,2,0,2,0,0
6205,2,2,1,0,0
6206,2,0,0,0,0
6207,0,1,0,0,0
6208,0,1,0,0,0
6209,2,1,1,0,0
6210,1,1,2,0,0
6211,1,2,0,0,0
6212,1,0,0,0,0
6213,2,2,2,0,0
6214,2,1,2,0,0
6215,1,0,0,0,0
6216,0,2,0,0,0
6217,1,1,2,0,0
6218,2,1,0,0,0
6219,1,1,0,0,0
6220,2,2,2,0,0
6221,0,1,2,0,0
6222,2,1,0,0,0
6223,0,0,0,1,0
6224,2,0,0,0,0
6225,2,0,0,0,0
6226,1,2,1,0,0
6227,0,1,0,0,0
6228,0,0,2,1,0
6229,0,2,0,0,0
6230,2,1,1,0,0
6231,0,1,2,0,0
6232,0,0,1,1,0
6233,0,2,2,0,0
6234,2,0,0,0,0
6235,2,1,1,0,0
6236,0,0,0,1,0
6237,1,2,2,0,0
6238,2,2,0,0,0
6239,0,0,1,1,0
6240,1,1,1,0,0
6241,0,1,0,0,0
6242,2,2,0,0,0
6243,1,1,2,0,0
6244,2,0,1,0,0
6245,0,2,0,0,0
6246,2,0,1,0,0
6247,1,2,0,0,0
6248,2,1,1,0,0
6249,2,2,2,0,0
6250,2,1,2,0,0
6251,0,0,2,1,0
6252,1,1,1,0,0
6253,0,1,2,0,0
6254,1,2,2,0,0
6255,2,2,1,0,0
6256,1,1,1,0,0
6257,1,1,1,0,0
6258,2,1,1,0,0
6259,2,0,0,0,0
6260,1,1,0,0,0
6261,1,0,2,0,0
6262,0,2,0,0,0
6263,2,2,1,0,0
6264,1,0,2,0,0
6265,1,2,0,0,0
6266,1,2,0,0,0
6267,0,2,0,0,0
6268,1,2,0,0,0
6269,2,0,1,0,0
6270,0,1,2,0,0
6271,0,0,1,1,0
6272,0,1,1,0,0
6273,1,0,0,0,0
6274,1,0,0,0,0
6275,1,1,0,0,0
6276,1,1,0,0,0
6277,0,2,2,0,0
6278,1,2,0,0,0
6279,2,0,2,0,0
6280,2,2,2,0,0
6281,2,0,2,0,0
6282,1,0,1,0,0
6283,1,2,2,0,0
6284,0,1,1,0,0
6285,2,1,0,0,0
6286,2,1,1,0,0
6287,1,0,2,0,0
6288,1,2,1,0,0
6289,0,2,1,0,0
6290,2,1,1,0,0
6291,1,0,0,0,0
6292,1,2,1,0,0
6293,1,2,1,0,0
6294,2,2,2,0,0
6295,2,0,0,0,0
6296,1,2,1,0,0
6297,2,2,2,0,0
6298,0,1,0,0,0
6299,1,0,1,0,0
6300,1,2,1,0,0
6301,1,0,2,0,0
6302,2,2,0,0,0
6303,0,2,2,0,0
6304,2,2,2,0,0
6305,0,2,2,0,0
6306,2,2,1,0,0
6307,1,1,0,0,0
6308,2,0,0,0,0
6309,0,1,1,0,0
6310,2,0,0,0,0
6311,1,2,2,0,0
6312,2,0,2,0,0
6313,1,0,1,0,0
6314,0,0,0,1,0
6315,2,0,2,0,0
6316,1,0,2,0,0
6317,0,2,0,0,0
6318,2,0,2,0,0
6319,1,1,1,0,0
6320,1,1,1,0,0
6321,1,0,0,0,0
6322,0,1,0,0,0
6323,0,0,0,1,0
6324,1,0,0,0,0
6325,2,0,0,0,0
6326,0,1,0,0,0
6327,0,0,1,1,0
6328,0,2,2,0,0
6329,1,2,2,0,0
6330,1,2,2,0,0
6331,1,1,0,0,0
6332,1,1,1,0,0
6333,1,2,1,0,0
6334,2,2,2,0,0
6335,2,2,0,0,0
6336,2,2,1,0,0
6337,0,1,1,0,0
6338,2,2,0,0,0
6339,1,0,2,0,0
6340,0,0,2,1,0
6341,0,2,2,0,0
6342,1,1,2,0,0
6343,0,2,0,0,0
6344,2,2,1,0,0
6345,2,0,1,0,0
6346,0,2,2,0,0
6347,2,0,2,0,0
6348,0,1,1,0,0
6349,0,0,0,1,0
6350,2,0,1,0,0
6351,0,0,2,1,0
6352,2,2,0,0,0
6353,2,1,0,0,0
6354,0,2,0,0,0
6355,0,1,0,0,0
6356,0,0,1,1,0
6357,1,0,2,0,0
6358,0,0,0,1,0
6359,2,2,1,0,0
6360,2,2,1,0,0
6361,2,2,1,0,0
6362,2,0,0,0,0
6363,1,0,1,0,0
6364,0,1,2,0,0
6365,0,0,2,1,0
6366,0,1,1,0,0
6367,1,1,0,0,0
6368,1,1,2,0,0
6369,0,1,1,0,0
6370,1,1,0,0,0
6371,0,2,1,0,0
6372,2,1,1,0,0
6373,0,1,2,0,0
6374,2,2,1,0,0
6375,2,0,2,0,0
6376,2,1,0,0,0
6377,0,2,2,0,0
6378,0,0,1,1,0
6379,0,0,0,1,0
6380,0,1,2,0,0
6381,0,2,0,0,0
6382,2,0,2,0,0
6383,2,1,1,0,0
6384,2,2,2,0,0
6385,2,1,2,0,0
6386,1,2,2,0,0
6387,1,1,1,0,0
6388,2,1,1,0,0
6389,0,1,2,0,0
6390,2,0,2,0,0
6391,0,0,0,1,0
6392,2,0,2,0,0
6393,2,1,0,0,0
6394,0,2,0,0,0
6395,2,1,0,0,0
6396,1,0,2,0,0
6397,1,0,0,0,0
6398,2,1,0,0,0
6399,1,0,1,0,0
6400,1,2,0,0,0
6401,2,0,2,0,0
6402,0,0,2,1,0
6403,2,2,1,0,0
6404,2,2,0,0,0
6405,1,0,0,0,0
6406,0,2,0,0,0
6407,0,0,0,1,0
6408,0,1,2,0,0
6409,2,0,2,0,0
6410,1,1,1,0,0
6411,2,2,1,0,0
6412,1,1,1,0,0
6413,2,1,2,0,0
6414,1,2,0,0,0
6415,2,0,0,0,0
6416,1,1,2,0,0
6417,2,2,2,0,0
6418,0,2,0,0,0
6419,2,2,0,0,0
6420,2,1,0,0,0
6421,1,0,1,0,0
6422,1,0,0,0,0
6423,1,0,1,0,0
6424,2,0,2,0,0
6425,0,2,2,0,0
6426,1,1,0,0,0
6427,2,2,1,0,0
6428,0,0,0,1,0
6429,1,1,0,0,0
6430,2,2,1,0,0
6431,2,1,0,0,0
6432,1,0,2,0,0
6433,0,2,0,0,0
6434,0,2,0,0,0
6435,0,1,2,0,0
6436,0,2,0,0,0
6437,1,2,2,0,0
6438,1,0,2,0,0
6439,1,2,0,0,0
6440,1,2,0,0,0
6441,1,2,2,0,0
6442,0,2,0,0,0
6443,1,2,0,0,0
6444,2,1,1,0,0
6445,0,0,1,1,0
6446,0,2,2,0,0
6447,1,1,1,0,0
6448,1,1,0,0,0
6449,0,2,2,0,0
6450,0,0,2,1,0
6451,0,2,0,0,0
6452,0,2,1,0,0
6453,2,2,1,0,0
6454,1,2,0,0,0
6455,2,1,2,0,0
6456,0,0,0,1,0
6457,2,2,2,0,0
6458,0,1,0,0,0
6459,2,1,1,0,0
6460,0,2,1,0,0
6461,0,0,1,1,0
6462,1,0,2,0,0
6463,2,1,0,0,0
6464,0,2,1,0,0
6465,0,1,0,0,0
6466,0,0,2,1,0
6467,0,0,2,1,0
6468,0,1,1,0,0
6469,1,0,0,0,0
6470,2,2,0,0,0
6471,1,0,0,0,0
6472,1,1,0,0,0
6473,2,1,2,0,0
6474,1,0,0,0,0
6475,2,1,0,0,0
6476,0,1,0,0,0
6477,2,0,0,0,0
6478,0,2,0,0,0
6479,2,1,2,0,0
6480,2,2,0,0,0
6481,1,0,0,0,0
6482,0,1,0,0,0
6483,2,2,2,0,0
6484,0,1,1,0,0
6485,0,2,2,0,0
6486,1,2,0,0,0
6487,1,0,0,0,0
6488,0,2,1,0,0
6489,2,1,1,0,0
6490,1,1,1,0,0
6491,0,2,0,0,0
6492,0,0,0,1,0
6493,0,0,2,1,0
6494,1,0,0,0,0
6495,0,2,2,0,0
6496,0,0,0,1,0
6497,0,1,0,0,0
6498,0,1,2,0,0
6499,2,0,0,0,0
6500,2,1,2,0,0
6501,2,0,0,0,0
6502,1,1,2,0,0
6503,2,0,2,0,0
6504,1,2,1,0,0
6505,1,2,1,0,0
6506,0,2,0,0,0
6507,2,0,1,0,0
6508,0,0,2,1,0
6509,1,1,0,0,0
6510,1,2,2,0,0
6511,2,0,0,0,0
6512,2,1,2,0,0
6513,1,2,1,0,0
6514,0,0,1,1,0
6515,2,1,2,0,0
6516,0,2,0,0,0
6517,1,0,1,0,0
6518,0,2,2,0,0
6519,1,2,2,0,0
6520,2,0,2,0,0
6521,1,1,2,0,0
6522,1,0,1,0,0
6523,0,0,0,1,0
6524,1,2,1,0,0
6525,0,1,2,0,0
6526,1,1,0,0,0
6527,0,2,2,0,0
6528,0,0,0,1,0
6529,1,2,1,0,0
6530,0,0,1,1,0
6531,2,2,1,0,0
6532,2,0,1,0,0
6533,1,0,1,0,0
6534,0,2,1,0,0
6535,0,1,0,0,0
6536,0,1,1,0,0
6537,0,2,2,0,0
6538,1,2,0,0,0
6539,2,0,2,0,0
6540,1,1,0,0,0
6541,2,0,2,0,0
6542,1,1,1,0,0
6543,2,2,0,0,0
6544,0,2,0,0,0
6545,1,1,1,0,0
6546,0,1,2,0,0
6547,1,1,1,0,0
6548,0,1,2,0,0
6549,0,0,1,1,0
6550,0,1,0,0,0
6551,0,2,0,0,0
6552,0,0,0,1,0
6553,1,0,1,0,0
6554,0,0,2,1,0
6555,1,2,2,0,0
6556,2,1,0,0,0
6557,1,0,2,0,0
6558,1,2,2,0,0
6559,2,0,2,0,0
6560,0,0,0,1,0
6561,1,0,0,0,0
6562,0,2,2,0,0
6563,0,1,2,0,0
6564,0,0,1,1,0
6565,2,2,1,0,0
6566,2,0,0,0,0
6567,2,2,2,0,0
6568,0,0,2,1,0
6569,2,1,0,0,0
6570,1,1,0,0,0
6571,2,0,0,0,0
6572,2,2,2,0,0
6573,2,1,0,0,0
6574,2,2,2,0,0
6575,0,0,2,1,0
6576,2,2,2,0,0
6577,2,1,2,0,0
6578,0,0,0,1,0
6579,2,1,0,0,0
6580,0,1,2,0,0
6581,0,1,2,0,0
6582,0,1,1,0,0
6583,1,2,1,0,0
6584,1,0,0,0,0
6585,2,1,0,0,0
6586,2,1,1,0,0
6587,1,0,0,0,0
6588,2,1,2,0,0
6589,0,2,2,0,0
6590,0,2,0,0,0
6591,2,1,0,0,0
6592,2,1,0,0,0
6593,0,1,2,0,0
6594,1,2,1,0,0
6595,0,0,1,1,0
6596,2,1,1,0,0
6597,1,1,0,0,0
6598,1,1,1,0,0
6599,0,0,1,1,0
6600,2,1,2,0,0
6601,1,1,0,0,0
6602,1,0,2,0,0
6603,2,0,1,0,0
6604,1,0,2,0,0
6605,0,2,0,0,0
6606,1,2,2,0,0
6607,1,2,0,0,0
6608,0,2,0,0,0
6609,2,2,1,0,0
6610,0,0,0,1,0
6611,1,2,1,0,0
6612,2,1,2,0,0
6613,2,1,0,0,0
6614,1,2,1,0,0
6615,1,1,1,0,0
6616,2,1,0,0,0
6617,1,0,2,0,0
6618,2,0,0,0,0
6619,1,1,0,0,0
6620,0,2,1,0,0
6621,1,2,1,0,0
6622,1,2,1,0,0
6623,1,1,1,0,0
6624,0,0,0,1,0
6625,0,1,1,0,0
6626,2,0,2,0,0
6627,1,1,1,0,0
6628,1,2,1,0,0
6629,2,1,2,0,0
6630,0,2,0,0,0
6631,0,0,2,1,0
6632,0,1,0,0,0
6633,2,2,1,0,0
6634,2,1,2,0,0
6635,2,0,1,0,0
6636,2,1,2,0,0
6637,2,2,0,0,0
6638,2,2,1,0,0
6639,2,1,0,0,0
6640,0,2,1,0,0
6641,1,2,2,0,0
6642,1,1,2,0,0
6643,2,0,1,0,0
6644,0,0,0,1,0
6645,1,1,2,0,0
6646,1,1,1,0,0
6647,0,1,2,0,0
6648,2,1,1,0,0
6649,1,2,1,0,0
6650,0,1,0,0,0
6651,1,1,1,0,0
6652,2,1,1,0,0
6653,2,2,0,0,0
6654,1,1,1,0,0
6655,0,2,0,0,0
6656,0,1,1,0,0
6657,0,1,1,0,0
6658,1,1,1,0,0
6659,0,0,0,1,0
6660,0,2,2,0,0
6661,0,2,0,0,0
6662,0,1,1,0,0
6663,1,2,2,0,0
6664,2,2,1,0,0
6665,0,1,1,0,0
6666,0,1,1,0,0
6667,2,1,1,0,0
6668,1,2,1,0,0
6669,2,1,1,0,0
6670,2,0,2,0,0
6671,1,0,1,0,0
6672,2,1,2,0,0
6673,2,1,1,0,0
6674,1,0,1,0,0
6675,1,2,2,0,0
6676,0,2,1,0,0
6677,1,0,2,0,0
6678,0,2,2,0,0
6679,1,0,1,0,0
6680,0,2,0,0,0
6681,0,1,0,0,0
6682,1,1,1,0,0
6683,2,2,0,0,0
6684,0,0,0,1,0
6685,1,0,1,0,0
6686,1,2,2,0,0
6687,0,1,2,0,0
6688,0,1,0,0,0
6689,2,2,2,0,0
6690,2,1,2,0,0
6691,2,0,1,0,0
6692,0,1,2,0,0
6693,2,0,0,0,0
6694,1,0,1,0,0
6695,1,0,2,0,0
6696,0,0,2,1,0
6697,0,2,1,0,0
6698,1,0,1,0,0
6699,1,0,2,0,0
6700,2,0,1,0,0
6701,1,1,0,0,0
6702,2,0,2,0,0
6703,0,2,0,0,0
6704,2,1,0,0,0
6705,1,0,2,0,0
6706,0,0,2,1,0
6707,2,1,2,0,0
6708,1,0,1,0,0
6709,1,0,1,0,0
6710,1,2,1,0,0
6711,0,1,2,0,0
6712,2,1,1,0,0
6713,2,2,2,0,0
6714,1,2,1,0,0
6715,1,0,1,0,0
6716,0,1,0,0,0
6717,0,1,1,0,0
6718,0,2,1,0,0
6719,2,2,1,0,0
6720,1,0,1,0,0
6721,2,2,0,0,0
6722,2,1,1,0,0
6723,1,2,0,0,0
6724,2,2,2,0,0
6725,2,1,0,0,0
6726,2,0,0,0,0
6727,2,1,2,0,0
6728,1,0,1,0,0
6729,0,2,0,0,0
6730,0,1,0,0,0
6731,0,1,1,0,0
6732,2,0,0,0,0
6733,1,0,0,0,0
6734,0,1,0,0,0
6735,1,1,0,0,0
6736,2,0,2,0,0
6737,1,0,2,0,0
6738,1,1,1,0,0
6739,2,2,2,0,0
6740,2,1,1,0,0
6741,0,1,1,0,0
6742,2,0,2,0,0
6743,1,0,1,0,0
6744,1,2,0,0,0
6745,0,0,1,1,0
6746,2,2,0,0,0
6747,0,0,0,1,0
6748,1,2,0,0,0
6749,0,1,1,0,0
6750,0,0,1,1,0
6751,1,0,0,0,0
6752,0,1,1,0,0
6753,2,2,0,0,0
6754,0,1,0,0,0
6755,0,1,2,0,0
6756,1,2,2,0,0
6757,2,1,2,0,0
6758,1,0,2,0,0
6759,2,1,2,0,0
6760,0,2,2,0,0
6761,1,0,1,0,0
6762,0,0,2,1,0
6763,1,1,1,0,0
6764,1,1,1,0,0
6765,0,1,0,0,0
6766,2,2,0,0,0
6767,0,0,1,1,0
6768,0,0,2,1,0
6769,2,0,2,0,0
6770,0,0,1,1,0
6771,0,2,1,0,0
6772,0,1,2,0,0
6773,1,0,0,0,0
6774,0,0,1,1,0
6775,2,2,0,0,0
6776,2,2,0,0,0
6777,0,0,2,1,0
6778,1,1,2,0,0
6779,1,2,0,0,0
6780,2,0,2,0,0
6781,2,2,0,0,0
6782,0,1,2,0,0
6783,1,0,0,0,0
6784,0,2,2,0,0
6785,2,2,0,0,0
6786,1,2,2,0,0
6787,0,2,2,0,0
6788,0,0,0,1,0
6789,0,0,0,1,0
6790,0,2,1,0,0
6791,1,1,1,0,0
6792,2,0,2,0,0
6793,1,1,0,0,0
6794,0,0,1,1,0
6795,1,2,2,0,0
6796,1,2,0,0,0
6797,1,2,2,0,0
6798,0,0,2,1,0
6799,2,0,1,0,0
6800,1,2,0,0,0
6801,1,1,1,0,0
6802,0,1,2,0,0
6803,2,0,1,0,0
6804,2,0,2,0,0
6805,0,1,0,0,0
6806,2,2,1,0,0
6807,1,1,0,0,0
6808,0,1,2,0,0
6809,1,1,1,0,0
6810,1,1,1,0,0
6811,0,1,1,0,0
6812,0,2,1,0,0
6813,0,2,0,0,0
6814,0,2,0,0,0
6815,0,0,2,1,0
6816,0,1,2,0,0
6817,0,2,1,0,0
6818,0,1,0,0,0
6819,0,2,1,0,0
6820,0,2,1,0,0
6821,1,0,1,0,0
6822,1,1,2,0,0
6823,0,0,2,1,0
6824,1,2,2,0,0
6825,1,2,1,0,0
6826,2,0,2,0,0
6827,0,2,1,0,0
6828,0,0,1,1,0
6829,0,0,0,1,0
6830,0,0,1,1,0
6831,1,2,2,0,0
6832,1,2,1,0,0
6833,0,0,1,1,0
6834,2,1,0,0,0
6835,1,0,1,0,0
6836,2,0,2,0,0
6837,1,0,2,0,0
6838,1,2,0,0,0
6839,2,1,2,0,0
6840,2,1,1,0,0
6841,1,1,1,0,0
6842,0,2,0,0,0
6843,2,1,1,0,0
6844,1,1,0,0,0
6845,0,0,1,1,0
6846,2,0,0,0,0
6847,1,0,0,0,0
6848,2,0,1,0,0
6849,0,1,2,0,0
6850,1,2,0,0,0
6851,2,2,0,0,0
6852,1,2,0,0,0
6853,1,2,2,0,0
6854,0,0,0,1,0
6855,2,0,1,0,0
6856,2,0,0,0,0
6857,1,2,2,0,0
6858,1,1,1,0,0
6859,1,2,2,0,0
6860,0,2,0,0,0
6861,2,1,1,0,0
6862,0,0,2,1,0
6863,2,1,2,0,0
6864,0,1,2,0,0
6865,2,2,1,0,0
6866,1,1,2,0,0
6867,0,2,2,0,0
6868,1,1,1,0,0
6869,1,1,2,0,0
6870,0,1,0,0,0
6871,0,2,1,0,0
6872,2,0,1,0,0
6873,0,2,0,0,0
6874,1,2,0,0,0
6875,2,2,2,0,0
6876,1,0,2,0,0
6877,2,1,0,0,0
6878,0,2,0,0,0
6879,2,0,1,0,0
6880,0,2,1,0,0
6881,2,0,1,0,0
6882,1,1,0,0,0
6883,2,1,2,0,0
6884,2,0,0,0,0
6885,1,0,0,0,0
6886,1,1,1,0,0
6887,0,1,1,0,0
6888,2,1,2,0,0
6889,2,2,0,0,0
6890,0,1,2,0,0
6891,2,0,1,0,0
6892,1,0,2,0,0
6893,1,1,0,0,0
6894,1,2,2,0,0
6895,0,0,2,1,0
6896,0,2,1,0,0
6897,0,0,1,1,0
6898,0,2,2,0,0
6899,2,0,1,0,0
6900,0,0,1,1,0
6901,1,0,1,0,0
6902,1,0,2,0,0
6903,1,0,1,0,0
6904,0,2,1,0,0
6905,1,1,1,0,0
6906,0,1,0,0,0
6907,0,1,2,0,0
6908,0,1,1,0,0
6909,0,0,0,1,0
6910,0,0,0,1,0
6911,2,2,0,0,0
6912,2,0,0,0,0
6913,1,1,1,0,0
6914,1,0,1,0,0
6915,2,2,1,0,0
6916,0,2,2,0,0
6917,1,1,1,0,0
6918,2,2,1,0,0
6919,1,2,2,0,0
6920,0,2,2,0,0
6921,1,1,1,0,0
6922,1,2,2,0,0
6923,1,1,1,0,0
6924,2,1,2,0,0
6925,1,2,0,0,0
6926,1,2,2,0,0
6927,0,1,0,0,0
6928,2,1,2,0,0
6929,2,2,1,0,0
6930,1,1,1,0,0
6931,2,0,0,0,0
6932,1,1,2,0,0
6933,2,2,2,0,0
6934,2,2,0,0,0
6935,1,2,0,0,0
6936,1,0,0,0,0
6937,0,2,0,0,0
6938,2,2,2,0,0
6939,1,0,2,0,0
6940,1,0,2,0,0
6941,0,1,2,0,0
6942,1,0,0,0,0
6943,1,1,2,0,0
6944,0,1,0,0,0
6945,1,1,2,0,0
6946,1,0,1,0,0
6947,1,1,0,0,0
6948,2,1,1,0,0
6949,2,2,0,0,0
6950,0,0,0,1,0
6951,1,1,0,0,0
6952,2,0,0,0,0
6953,2,0,0,0,0
6954,0,0,2,1,0
6955,1,2,1,0,0
6956,1,0,2,0,0
6957,2,2,1,0,0
6958,0,2,2,0,0
6959,0,1,2,0,0
6960,0,1,2,0,0
6961,1,2,2,0,0
6962,0,2,2,0,0
6963,1,2,2,0,0
6964,1,0,2,0,0
6965,2,2,0,0,0
6966,0,2,0,0,0
6967,2,1,1,0,0
6968,1,0,2,0,0
6969,1,1,0,0,0
6970,2,2,2,0,0
6971,1,2,0,0,0
6972,1,0,1,0,0
6973,2,1,2,0,0
6974,0,2,2,0,0
6975,1,0,0,0,0
6976,1,2,0,0,0
6977,2,2,2,0,0
6978,0,0,0,1,0
6979,1,1,2,0,0
6980,1,1,0,0,0
6981,0,1,0,0,0
6982,1,0,0,0,0
6983,0,0,2,1,0
6984,1,1,2,0,0
6985,2,1,0,0,0
6986,0,0,1,1,0
6987,2,2,2,0,0
6988,1,2,1,0,0
6989,0,2,1,0,0
6990,1,0,1,0,0
6991,2,2,1,0,0
6992,1,0,1,0,0
6993,2,1,1,0,0
6994,2,2,0,0,0
6995,0,0,0,1,0
6996,2,2,2,0,0
6997,0,1,0,0,0
6998,1,2,1,0,0
6999,0,0,2,1,0
7000,0,2,2,0,0
7001,0,2,2,0,0
7002,2,2,0,0,0
7003,1,0,1,0,0
7004,1,2,0,0,0
7005,1,0,1,0,0
7006,2,0,2,0,0
7007,0,0,1,1,0
7008,0,1,1,0,0
7009,2,2,0,0,0
7010,2,2,1,0,0
7011,2,2,0,0,0
7012,2,2,1,0,0
7013,2,0,2,0,0
7014,0,2,0,0,0
7015,0,2,0,0,0
7016,1,2,0,0,0
7017,1,1,1,0,0
7018,1,2,1,0,0
7019,2,1,0,0,0
7020,0,0,0,1,0
7021,0,0,0,1,0
7022,1,1,0,0,0
7023,0,2,0,0,0
7024,2,2,1,0,0
7025,1,1,1,0,0
7026,2,1,0,0,0
7027,0,2,1,0,0
7028,0,2,2,0,0
7029,2,2,0,0,0
7030,2,2,2,0,0
7031,2,1,0,0,0
7032,0,2,1,0,0
7033,1,1,1,0,0
7034,0,2,2,0,0
7035,2,2,1,0,0
7036,1,0,2,0,0
7037,2,0,2,0,0
7038,0,1,2,0,0
7039,0,2,2,0,0
7040,1,0,1,0,0
7041,2,1,1,0,0
7042,0,2,2,0,0
7043,2,2,1,0,0
7044,1,1,1,0,0
7045,1,0,1,0,0
7046,0,0,1,1,0
7047,0,2,1,0,0
7048,2,2,1,0,0
7049,0,2,0,0,0
7050,1,0,2,0,0
7051,1,2,0,0,0
7052,1,1,1,0,0
7053,0,2,2,0,0
7054,0,1,1,0,0
7055,1,0,2,0,0
7056,1,2,0,0,0
7057,1,1,2,0,0
7058,0,2,1,0,0
7059,1,1,0,0,0
7060,0,0,1,1,0
7061,2,1,0,0,0
7062,1,1,2,0,0
7063,0,0,0,1,0
7064,0,0,1,1,0
7065,2,2,1,0,0
7066,1,1,2,0,0
7067,1,1,2,0,0
7068,0,1,0,0,0
7069,1,0,1,0,0
7070,1,2,1,0,0
7071,1,2,1,0,0
7072,1,2,1,0,0
7073,1,1,0,0,0
7074,2,1,0,0,0
7075,2,0,2,0,0
7076,0,2,1,0,0
7077,2,0,0,0,0
7078,1,1,2,0,0
7079,2,0,1,0,0
7080,0,0,2,1,0
7081,1,0,2,0,0
7082,1,1,0,0,0
7083,0,2,1,0,0
7084,2,0,1,0,0
7085,1,2,0,0,0
7086,0,1,0,0,0
7087,2,0,2,0,0
7088,1,0,1,0,0
7089,1,1,2,0,0
7090,1,1,2,0,0
7091,1,0,1,0,0
7092,0,1,1,0,0
7093,1,2,1,0,0
7094,0,0,1,1,0
7095,2,0,0,0,0
7096,1,1,1,0,0
7097,1,1,1,0,0
7098,1,1,2,0,0
7099,0,1,2,0,0
7100,1,2,1,0,0
7101,0,1,1,0,0
7102,2,1,0,0,0
7103,0,2,0,0,0
7104,0,0,0,1,0
7105,0,0,2,1,0
7106,1,1,0,0,0
7107,0,1,0,0,0
7108,2,2,0,0,0
7109,2,2,0,0,0
7110,2,1,2,0,0
7111,1,0,1,0,0
7112,1,2,2,0,0
7113,0,1,2,0,0
7114,2,0,0,0,0
7115,1,1,1,0,0
7116,0,1,0,0,0
7117,0,2,0,0,0
7118,0,1,0,0,0
7119,2,2,2,0,0
7120,0,1,1,0,0
7121,1,2,0,0,0
7122,2,2,2,0,0
7123,1,0,0,0,0
7124,2,2,2,0,0
7125,2,1,2,0,0
7126,0,1,0,0,0
7127,2,2,1,0,0
7128,1,0,1,0,0
7129,0,0,0,1,0
7130,1,0,0,0,0
7131,1,0,2,0,0
7132,1,1,0,0,0
7133,0,1,0,0,0
7134,1,0,2,0,0
7135,2,0,2,0,0
7136,1,1,1,0,0
7137,0,1,2,0,0
7138,0,1,2,0,0
7139,0,1,1,0,0
7140,2,1,2,0,0
7141,1,1,0,0,0
7142,0,1,2,0,0
7143,1,2,2,0,0
7144,2,2,1,0,0
7145,2,0,1,0,0
7146,1,0,1,0,0
7147,2,1,1,0,0
7148,1,1,0,0,0
7149,1,2,2,0,0
7150,1,1,0,0,0
7151,0,1,0,0,0
7152,2,2,1,0,0
7153,2,0,2,0,0
7154,0,0,1,1,0
7155,1,2,1,0,0
7156,1,0,2,0,0
7157,2,1,2,0,0
7158,1,1,0,0,0
7159,1,1,1,0,0
7160,0,0,1,1,0
7161,1,1,2,0,0
7162,2,2,0,0,0
7163,0,2,2,0,0
7164,2,2,0,0,0
7165,2,0,2,0,0
7166,1,2,0,0,0
7167,2,0,1,0,0
7168,0,1,1,0,0
7169,1,2,1,0,0
7170,2,0,2,0,0
7171,2,2,2,0,0
7172,1,0,1,0,0
7173,0,2,2,0,0
7174,1,1,1,0,0
7175,1,2,1,0,0
